SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
心病辨证,心病辨證,,Heart Diseases Pattern Identification/ Syndrome Differentiation,,,visceral pattern identification/syndrome differentiation dealing with diseases of the heart,23
气闭神厥证,氣閉神厥證,,pattern/syndrome of qi block with syncope,,,"a pattern/syndrome arising when emotional stimuli cause obstruction of qi movement involving the heart spirit, marked by fainting, aphasia or loss of consciousness, trismus, convulsions and string-like or hidden pulse",23
飮停心包证,飮停心包證,,pattern/syndrome of fluid retention in the pericardium,,,"a pattern/syndrome caused by fluid retention in the pericardium impeding the flow of qi and blood, marked by a forceful heart beat, fullness and a feeling of pressure in the chest, dyspnea with inability to lie flat, purplish tongue with white slippery coating, and sunken or hidden pulse",23
小肠气滞证,小腸氣滯證,,small intestinal qi stagnation pattern/ syndrome,,,"a pattern/syndrome caused by qi stagnation in the small intestine, marked by abdominal pain with borborygmi",23
肺病辨证,肺病辨證,,lung diseases Pattern Identification/ Syndrome differentiation,,,visceral pattern identification/syndrome differentiation dealing with lung diseases,23
肺气虚证； 肺气亏虚证,肺氣虛證； 肺氣虧虛證,,lung qi deficiency pattern/syndrome,,,"a pattern/syndrome marked by pale complexion, shortness of breath, feeble voice, intolerance of wind and spontaneous sweating",23
肺阴虚证； 肺阴亏虚证,肺陰虛證； 肺陰虧虛證,,lung yin deficiency pattern/syndrome,,,"a pattern/syndrome attributed to yin deficiency of the lung with endogenous heat, manifested by unproductive cough, afternoon fever, night sweating, flushed cheeks, dry throat, red and dry tongue, and rapid fine pulse",23
肺阳虚证,肺陽虛證,,lung yang deficiency pattern/syndrome,,,"a pattern/syndrome resulting from deficiency of yang qi to warm the lung, usually manifested by cough, dyspnea and thin expectoration, fear of cold and cold extremities, spontaneous sweating, pale complexion, enlarged tongue with white slippery coating and weak pulse",23
风寒袭肺证,風寒襲肺證,,pattern/syndrome of wind-cold assailing the lung,,,"a pattern/syndrome marked by chilliness, stuffy nose, sneezing, profuse watery nasal discharge, thin sputum, thin white tongue coating and floating tight pulse",23
风寒束肺证,風寒束肺證,,pattern/syndrome of wind-cold fettering the lung,,,"a pattern/syndrome arising when wind-cold invades the lung to cause nondiffusion of lung qi, manifested by cough with thin white phlegm, aversion to cold with possible mild fever, stuffy nose with clear nasal discharge, itchy throat, oppression in the chest, white tongue coating and floating tight pulse",23
风热犯肺证,風熱犯肺證,,pattern/syndrome of wind-heat invading the lung,,,"a pattern/syndrome marked by fever with mild chilliness, headache, sore throat, cough, reddened tip of the tongue with thin yellowish coating, and rapid floating pulse",23
心气虚证； 心气不足证； 心气亏虚证,心氣虛證； 心氣不足證； 心氣虧虛證,,heart qi deficiency pattern/syndrome,,,"a pattern/syndrome marked by palpitations, shortness of breath, listlessness, spontaneous sweating, pallor, pale tongue, and weak or irregular pulse",23
燥邪犯肺证； 燥邪伤肺证,燥邪犯肺證； 燥邪傷肺證,,pattern/syndrome of dryness invading the lung,,,"a pattern/syndrome marked by dry cough without sputum or with scanty sticky sputum difficult to expectorate, chest pain, mild chills and fever, thirst, dry lips, mouth, throat and nose, and floating pulse",23
肺热证,肺熱證,,lung heat pattern/ syndrome,,,a general term for heat patterns/syndromes of the lung,23
肺热灿盛证,肺熱燦盛證,,intense lung heat pattern/syndrome,,,"a pattern/syndrome marked by fever, thirst, cough, dyspnea or chest pain, constipation, dark urine, reddened tongue with yellow coating",23
痰热闭肺证,痰熱閉肺證,,pattern/syndrome of phlegm- heat obstructing the lung,,,"a pattern/syndrome marked by cough, dyspnea, expectoration of thick, yellow or blood-stained sputum, chest pain, reddened tongue with yellowish slimy coating and rapid slippery pulse",23
痰浊阻肺证,痰濁阻肺證,,pattern/syndrome of phlegm turbidity obstructing the lung,,,"a pattern/syndrome marked by cough with expectoration of copious whitish sputum, feeling of stuffiness in the chest, whitish slimy coating of the tongue and soggy pulse",23
寒痰阻肺证,寒痰阻肺證,,pattern/syndrome of cold- phlegm obstructing the lung,,,"a pattern/syndrome marked by cough with profuse phlegm easy to expectorate and a feeling of pressure in the chest, or phlegmatic wheezing, aversion to cold and cold limbs, pale tongue with white slimy or slippery coating, and string-like slippery pulse",23
暑伤肺络证,暑傷肺絡證,,pattern/syndrome of summerheat damaging the lung vessel,,,"a pattern/syndrome marked by fever, thirst, cough, expectoration of fresh blood, reddened tongue with yellow fur and rapid weak pulse",23
热毒闭肺证,熱毒閉肺證,,pattern/syndrome of heat toxin blocking the lung,,,"a pattern/syndrome marked by fever, reversal cold of limbs, cough, dyspnea, a feeling of pressure in the chest with coarse breath, reddened tongue with yellow coating and rapid sunken pulse",23
肺燥肠闭证,肺燥腸閉證,,pattern/syndrome of lung dryness with intestinal obstruction,,,"a pattern/syndrome marked by cough, dyspnea, thirst, constipation, abdominal distension, yellow dry coating of the tongue and sunken replete pulse",23
脾病辨证,脾病辨證,,Spleen diseases Pattern Identification/ Syndrome differentiation,,,visceral pattern identification/syndrome differentiation dealing with spleen diseases,23
心血虚证； 心血不足证； 心血亏虚证,心血虛證； 心血不足證； 心血虧虛證,,heart blood deficiency pattern/syndrome,,,"a pattern/syndrome resulting from deficiency of blood to nourish the heart spirit, manifested by palpitations, dizziness, dream-disturbed sleep, forgetfulness, pale or sallow complexion, pale lips and tongue, and fine pulse",23
脾虚证,脾虛證,,spleen deficiency pattern/syndrome,,,"any deficiency pattern/syndrome of the spleen, including deficiency of spleen qi, yin and yang",23
脾气虚证； 脾气亏虚证,脾氣虛證； 脾氣虧虛證,,spleen qi deficiency pattern/syndrome,,,"a pattern/syndrome marked by dizziness, fatigue, sallow face, indigestion, abdominal distension, lassitude, anorexia and loose bowels",23
脾失健运证,脾失健運證,,pattern/syndrome of spleen failing in transportation,,,"a pattern/syndrome that occurs in any deficiency condition of the spleen and that is often characterized by anorexia, abdominal distention, diarrhea, borborygmi, and in chronic cases, emaciation, lack of strength, and edema of limbs",23
脾阴虚证； 脾阴亏虚证,脾陰虛證； 脾陰虧虛證,,spleen yin deficiency pattern/syndrome,,,"a pattern/syndrome attributed to deficiency of yin fluid with impaired splenic transportation, and marked by hunger with inability to eat, emaciation and lassitude",23
脾阳虚证； 脾阳亏虚证； 脾虚寒证,脾陽虛證； 脾陽虧虛證； 脾虛寒證,,spleen yang deficiency pattern/ syndrome,,,"a pattern/syndrome attributed to insufficient yang qi failing to warm and activate the spleen, usually manifested by cold limbs, coldness and pains in the abdomen, anorexia, abdominal fullness, chronic diarrhea, lassitude, emaciation and edema, the same as the spleen deficiency cold pattern/syndrome",23
脾不统血证,脾不統血證,,pattern/syndrome of spleen failing to control the blood,,,"a pattern/syndrome that arises when weak spleen qi fails to control blood, resulting in various kinds of chronic bleeding such as purpura, flooding and spotting in women, accompanied by sallow complexion, anorexia, loose bowels, lassitude, lack of strength, shortness of breath, reluctance to speak, pale tongue and weak pulse",23
脾虚气陷证； 脾气下陷证,脾虛氣陷證； 脾氣下陷證,,sunken spleen qi pattern/syndrome,,,"a pattern/syndrome marked by epigastric bearing-down sensation, more prominent after meals, or urgency of defecation at short intervals with bearing-down feeling of the anus, or chronic persistent diarrhea, or prolapse of the rectum or uterus, associated with shortness of breath, lassitude, reluctance to speak, dizziness, pale tongue with white coating, and relaxed weak pulse, the same as the pattern/syndrome of spleen deficiency with sunken qi",23
脾虚湿困证,脾虛濕困證,,pattern/syndrome of spleen deficiency with dampness encumbrance,,,"a pattern/syndrome marked by epigastric distension, poor appetite, borborygmi, diarrhea, nausea, thirst but no desire to drink, lassitude, and dense and slippery tongue coating, the same as the pattern/syndrome of spleen deficiency with dampness accumulation",23
脾虚动风证,脾虛動風證,,pattern/syndrome of spleen deficiency with stirring of wind,,,"a pattern/syndrome marked by tremor of the limbs or convulsions associated with reduced food intake, abdominal distension, loose bowels, lassitude, lack of strength, pale complexion, pale tongue and weak pulse",23
脾虚水泛证,脾虛水泛證,,pattern/syndrome of spleen deficiency with water flood,,,"a pattern/syndrome marked by edema of the face and limbs or together with ascites, associated with reduced food intake, abdominal distension, sloppy stools, lassitude, lack of strength, pale complexion, pale plump tongue with white slippery coating, and soggy or weak pulse",23
心气血两虚证,心氣血兩虛證,,pattern/syndrome of dual deficiency of heart qi and blood,,,"a pattern/syndrome arising when deficiency of both qi and blood deprives the heart and spirit of nourishment, usually manifested by palpitations, shortness of breath, listlessness, fatigue, dizziness, forgetfulness, dream-disturbed sleep, pale complexion and tongue, and fine weak pulse",23
寒湿困脾证； 湿困脾阳证,寒濕困脾證； 濕困脾陽證,,pattern/syndrome of cold-dampness encumbering the spleen,,,"a pattern/syndrome marked by epigastric and abdominal distention, stickiness and tastelessness in the mouth, nausea, loose bowels, heaviness sensation of the head and body, or jaundice with dull yellow discoloration, pale plump tongue with white slimy coating and soggy relaxed pulse",23
湿热蕴脾证,濕熱蘊脾證,,pattern/syndrome of dampness-heat in the spleen,,,"a pattern/syndrome marked by abdominal distention, nausea, vomiting, anorexia, heaviness sensation in the limbs, or jaundice, reddened tongue with yellow slimy coating and rapid soggy pulse",23
脾胃湿热证； 中焦湿热证,脾胃濕熱證； 中焦濕熱證,,pattern/syndrome of dampness-heat in the spleen and stomach,,,"a pattern/syndrome marked by epigastric or abdominal distention, anorexia, nausea, vomiting, lassitude, heaviness sensation of the body, or jaundice with bright yellow discoloration of the skin and the white of the eyes, yellow dense and slimy tongue coating, the same as the pattern/syndrome of dampness-heat in the middle energizer",23
脾胃虚寒证； 脾胃阳虚证,脾胃虛寒證； 脾胃陽虛證,,spleen-stomach deficiency cold pattern/syndrome,,,"a pattern/syndrome attributed to insufficient yang qi to warm the spleen and stomach with endogenous cold, and manifested by cold and pains over the stomach, accompanied by anorexia, abdominal fullness, belching, vomiting thin fluid, chronic diarrhea, lassitude and cold limbs, the same as the spleen-stomach yang deficiency pattern/syndrome",23
脾胃虚弱证,脾胃虛弱證,,spleen-stomach weakness pattern/ syndrome,,,a combined pattern/syndrome of spleen qi deficiency and stomach qi deficiency,23
脾胃阴虚证,脾胃陰虛證,,spleen-stomach yin deficiency pattern/ syndrome,,,"a pattern/syndrome attributed to insufficient yin fluid to moisten the spleen and stomach, and manifested by dry mouth and throat, hunger but no desire for food, gastric upset, abdominal distension and dull pain, retching and hiccough, leanness, constipation, reddened tongue lacking moisture and fine rapid pulse",23
脾胃不和证,脾胃不和證,,spleen-stomach disharmony pattern/ syndrome,,,"a pattern/syndrome attributed to stagnation of qi movement that causes dysfunction of the spleen and stomach, and manifested by epigastric stuffiness and distension, anorexia, sloppy stool, belching, borborygmi and string-like pulse",23
胃肠病辨证,胃腸病辨證,,gastrointestinal Pattern Identification/ Syndrome differentiation,,,visceral pattern identification/syndrome differentiation dealing with diseases of the stomach and intestines,23
胃虚证,胃虛證,,stomach deficiency pattern/syndrome,,,"a collective term for various deficiency patterns/ syndromes of the stomach, including deficiency of stomach qi, yang and yin",23
胃气虚证,胃氣虛證,,stomach qi deficiency pattern/syndrome,,,"a pattern/syndrome marked by dull epigastric pain relieved by pressure, anorexia, pale tongue and weak pulse",23
心虚胆怯证,心虛膽怯證,,pattern/syndrome of heart deficiency with timidity,,,"a pattern/syndrome marked by palpitations, insomnia, timidity and susceptibility to fright, dizziness, a feeling of pressure in the chest, pale tongue, weak pulse or rapid stirred pulse",23
胃阳虚证；胃 虚寒证,胃陽虛證；胃 虛寒證,,stomach yang deficiency pattern/ syndrome,,,"a pattern/syndrome attributed to insufficiency of yang qi to warm the stomach and marked by continuous epigastric pain, ameliorated by warmth and pressure, reduced food intake, stuffiness sensation in the stomach, aversion to cold with cold limbs, pale tongue with whitish coating and sunken slow weak pulse",23
胃阴虚证；胃 阴亏虚证,胃陰虛證；胃 陰虧虛證,,stomach yin deficiency pattern/ syndrome,,,"a pattern/syndrome attributed to insufficiency of yin fluid to moisten the stomach and marked by dryness in the mouth, thirst, anorexia, constipation, retching and reddened peeled tongue",23
胃寒证,胃寒證,,stomach cold pattern/ syndrome,,,"a pattern/syndrome of stomach cold, either of excess type or of deficiency type",23
胃实寒证,胃實寒證,,stomach excess cold pattern/syndrome,,,"a pattern/syndrome arising when the stomach is attacked by pathogenic cold, usually manifested by acute severe epigastric pain with cold sensation, vomiting of watery fluid, aversion to cold with cold limbs and white tongue coating",23
胃热证； 胃火证； 胃热壅盛证； 胃火炽盛证,胃熱證； 胃火證； 胃熱壅盛證； 胃火熾盛證,,stomach heat pattern/ syndrome,,,"a pattern/syndrome due to impairment of the stomach by pathogenic heat or caused by overeating of hot pungent food, mainly manifested by thirst, foul breath, hyperorexia, oliguria with dark urine, constipation, and ulceration of the mouth or gingivitis, reddened tongue with yellow coating and rapid pulse, the same as the (intense) stomach fire pattern/syndrome",23
瘀阻胃络证,瘀阻胃絡證,,pattern/syndrome of (blood) stasis in the stomach collateral,,,"a pattern/syndrome arising when static blood obstructs the stomach collateral, marked by epigastric stabbing pain that is aggravated by pressure or palpable mass in the epigastric region, or vomiting of dark-colored blood with clots, purple spots on the tongue and string-like choppy pulse",23
肠燥津亏证； 肠燥津伤证,腸燥津虧證； 腸燥津傷證,,pattern/syndrome of intestinal dryness and fluid depletion,,,"a pattern/syndrome marked by dry feces difficult to evacuate, infrequent bowel movement, abdominal distension and pain, or palpable mass in the lower abdomen, thirst, reddened tongue with scanty moisture and yellow dry coating, and string-like choppy pulse",23
血虚肠燥证,血虛腸燥證,,pattern/syndrome of blood deficiency and intestinal dryness,,,"a pattern/syndrome caused by deficiency of blood depriving the intestines of moisture, and marked by dry stool difficult to defecate or accompanied by hematochezia, pale complexion and tongue, and fine choppy pulse",23
寒滞胃肠证,寒滯胃腸證,,pattern/syndrome of cold stagnating in stomach and intestines,,,"a pattern/syndrome arising when pathogenic cold invades the gastrointestinal tract and gives rise to disordered transmission and transformation, usually manifested by sudden pain in the epigastric region and abdomen aggravated by cold and alleviated by warmth, nausea, vomiting, bland taste in the mouth",23
肠道湿热证,腸道濕熱證,,intestinal dampness-heat pattern/ syndrome,,,"a syndrome marked by discharge of purulent and bloody stools, accompanied by abdominal pain, tenesmus, scanty dark urine, yellow and slimy tongue coating, and rapid slippery pulse",23
心阴虚证； 心阴不足证； 心阴亏虚证,心陰虛證； 心陰不足證； 心陰虧虛證,,heart yin deficiency pattern/syndrome,,,"a pattern/syndrome resulting from deficiency of yin fluid to nourish the heart spirit, manifested by mental irritability, palpitation, insomnia, low fever, night sweating, malar flush, thirst and rapid fine pulse",23
肠热腑实证,腸熱腑實證,,pattern/syndrome of intestinal heat and bowel excess,,,"a pattern/syndrome marked by high fever or late afternoon fever, abdominal fullness, pain, tenderness and refusal of pressure, constipation or heat bind with circumfluence, thirst, or impaired consciousness and delirium, short voidings of reddish urine, reddened tongue with thick yellow and dry coating, and sunken rapid forceful pulse",23
胃肠气滞证,胃腸氣滯證,,gastrointestinal qi stagnation pattern/ syndrome,,,"a pattern/syndrome marked epigastric and abdominal distending pain or moving pain, belching, borborygmi alleviated by the passing of flatus, nausea, ungratifying diarrhea, thick tongue coating and string-like pulse",23
阴虚动风证,陰虛動風證,,pattern/syndrome of yin deficiency with stirring wind,,,"a pattern/syndrome arising when deficiency of yin fluid deprives the meridians/channels of nourishment and stirs up the internal wind, marked by twitching of extremities, accompanied by dizziness, tinnitus, flushed cheeks and dry reddened tongue",23
飮留胃肠证,飮留胃腸證,,pattern/syndrome of fluid retention in the stomach and intestines,,,"a pattern/syndrome caused by retention of fluid in the stomach and intestines, and marked by epigastric distension and fullness with splashing sounds in the stomach, rumbling noises in the intestines, bland taste in mouth with no thirst, white and slimy tongue coating, and sunken slippery pulse",23
虫积肠道证,蟲積腸道證,,pattern/syndrome of worms accumulating in the intestines,,,"a pattern/syndrome attributed to intestinal parasitosis, especially ascariasis, and marked by paroxysms of abdominal pain, sometimes accompanied by mass formation or discharge of ascaris with stool, grinding of teeth during sleep, or appearance of white miliary spots on the inside of the lips",23
大肠津亏证,大腸津虧證,,large intestinal fluid deficiency pattern/ syndrome,,,a pattern/syndrome marked by constipation or difficulty in defecation accompanied by dry throat and reddened tongue with scanty coating,23
大肠热结证,大腸熱結證,,large intestinal heat bind pattern/ syndrome,,,"a pattern/syndrome marked by constipation with abdominal pain and tenderness, yellow and dry coating of the tongue, and sunken forceful pulse",23
大肠湿热证,大腸濕熱證,,large intestinal dampness-heat pattern/syndrome,,,"a pattern/syndrome marked by discharge of purulent and bloody stools, abdominal pain, tenesmus, scanty dark urine, yellow and slimy tongue coating, and rapid slippery pulse",23
肝胆病辨证,肝膽病辨證,,Liver-gallbladder Diseases Pattern Identification/ Syndrome differentiation,,,visceral pattern identification/syndrome differentiation dealing with liver and gallbladder diseases,23
肝气郁结证； 肝郁证,肝氣鬱結證； 肝鬱證,,liver qi depression pattern/syndrome,,,"a pattern/syndrome marked by depression, frequent sighing, hypochondriac or lower abdominal distention or moving pain, and string-like pulse; and in women, distending pain of the breast and irregular menstruation, the same as the liver qi stagnation/ constraint pattern/syndrome",23
心阳虚证； 心阳不足证； 心阳亏虚证,心陽虛證； 心陽不足證； 心陽虧虛證,,heart yang deficiency pattern/syndrome,,,"a pattern/syndrome resulting from deficiency of yang qi to warm and activate the heart, usually manifested by palpitation, dyspnea, a feeling of pressure in the chest, aversion to cold with cold limbs, bright pale complexion, dark lips and tongue with white coating, weak or irregular pulse",23
肝血虚证； 肝血亏虚证,肝血虛證； 肝血虧虛證,,liver blood deficiency pattern/syndrome,,,"a pattern/syndrome marked by sallow complexion, impaired vision, insomnia, deficient amount or absence of menstruation, pale tongue and lips",23
肝阴虚证； 肝阴亏虚证,肝陰虛證； 肝陰虧虛證,,liver yin deficiency pattern/syndrome,,,"a pattern/syndrome attributed to insufficient yin fluid that fails to moisten and nourish the liver, marked by dizziness, headache, blurred vision, dryness of eyes, insomnia, thirst, dry throat, scanty tongue coating and fine pulse",23
肝阳虚证,肝陽虛證,,liver yang deficiency pattern/syndrome,,,"a pattern/syndrome due to weakened yang qi with diminished function of the liver, marked by depression and susceptibility to fright, distension and oppression in the hypochondriac regions, fear of cold with cold limbs, dizziness, blurred vision, pale tongue with white coating and sunken slow weak pulse",23
肝风内动证； 肝风证,肝風內動證； 肝風證,,pattern/syndrome of internal stirring of liver wind,,,"a pattern/syndrome marked by convulsion, tremor or spasm, also known as the liver wind pattern/ syndrome",23
肝阳化风证,肝陽化風證,,pattern/syndrome of liver yang transforming into wind,,,"a pattern/syndrome marked by dizziness with tendency to fall or even sudden attack of syncope, shaking of head, tremor of limbs, irritability, irascibility, flushing of face, reddened tongue and string-like pulse",23
肝郁气滞证,肝鬱氣滯證,,pattern/syndrome of liver depression and qi stagnation,,,"a pattern/syndrome marked by depressed mood, frequent sighing, feeling of a foreign body in the throat, distension, oppression and scurrying pain in the chest or lesser abdomen, distending pain of the breast and menstrual irregularities in women, white tongue coating and string-like pulse",23
肝郁血瘀证； 肝血瘀滞证,肝鬱血瘀證； 肝血瘀滯證,,pattern/syndrome of liver depression and blood stasis,,,"a pattern/syndrome arising when stagnant liver qi causes blood stasis in the liver, marked by depressed mood, hypochondriac distending or stabbing pain, or formation of mass in the hypochondriac region or lesser abdomen, purple tongue or purple spots on the tongue, and string-like choppy pulse",23
肝郁化火证,肝鬱化火證,,pattern/syndrome of depressed liver qi transforming into fire,,,"a pattern/syndrome marked by distension, pain and burning sensation in the hypochondriac region, irritability, irascibility, bitterness and dryness in the mouth, reddened tongue with yellow coating and rapid string-like pulse, the same as the pattern/syndrome of stagnated liver qi transforming into fire",23
肝火上炎证,肝火上炎證,,pattern/syndrome of liver fire flaming upward,,,"a pattern/syndrome marked by headache, dizziness, tinnitus with buzzing in the ears, impairment of hearing, blood-shot eyes, mental irritability, bitter taste in the mouth, yellow coating of the tongue, rapid stringlike pulse, and hematuria, hemoptysis or epistaxis in severe cases",23
肝火炽盛证,肝火熾盛證,,intense liver fire pattern/syndrome,,,"a pattern/syndrome marked by hypochondriac pain, dryness and bitterness in the mouth, vomiting of bitter fluid, irritability, irascibility, insomnia or dream-disturbed sleep, flushed face, blood-shot eyes, constipation, dark urine, reddened tongue with yellow coating and rapid string-like pulse",23
心阳虚脱证,心陽虛脫證,,heart yang collapse pattern/syndrome,,,"a pattern/syndrome marked by sudden profuse sweating and cold skin, reversal cold of limbs, feeble breathing, palpitations, clouding or loss of consciousness, pale complexion and hardly perceptible pulse",23
肝阳上亢证,肝陽上亢證,,pattern/syndrome of ascendant hyperactivity of liver yang,,,"a pattern/syndrome marked by dizziness, headache, flushed face, blurred vision, tinnitus, bitter taste in the mouth and string-like pulse",23
肝胆湿热证,肝膽濕熱證,,liver-gallbladder dampness-heat pattern/syndrome,,,"a pattern/syndrome marked by fever and chills, jaundice, hypochondriac and abdominal pain, bitter taste in the mouth, nausea and rapid slippery pulse",23
寒滞肝脉证,寒滯肝脈證,,pattern/syndrome of cold stagnating in the liver meridian,,,"a pattern/syndrome marked by spasmodic symptoms in the area related to the liver meridian, such as stretching pain with cold sensation in the lower abdomen and testicles",23
肝经湿热证,肝經濕熱證,,pattern/syndrome of dampness-heat in the liver meridian,,,"a pattern/syndrome marked by distending pain in the hypochondriac region, or itching and painful swollen genitalia, or ear pain with purulent discharge, reddened tongue with yellow slimy coating and rapid slippery pulse",23
胆热证,膽熱證,,gallbladder heat pattern/syndrome,,,"a pattern/syndrome marked by irritability, irascibility, hypochondriac distension, bitterness in the mouth, or ear pain, tinnitus, insomnia, reddened tongue with yellow coating",23
胆郁痰扰证,膽鬱痰擾證,,pattern/syndrome of depressed gallbladder with harassing phlegm,,,"a pattern/syndrome marked by timidity, susceptibility to fright, insomnia and dreamful sleep, vexation, oppression and distension in the chest and hypochondriac region, frequent sighing, dizziness, bitter taste in the mouth, nausea, vomiting, white slimy tongue coating and string-like pulse, the same as the pattern/syndrome of stagnated gallbladder with harassing phlegm",23
胆气虚证； 胆气亏虚证,膽氣虛證； 膽氣虧虛證,,gallbladder qi deficiency pattern/ syndrome,,,"a pattern/syndrome marked by panic, suspicion, sighing, nervousness, irritability, lassitude, dizziness and insomnia",23
虫扰胆腑证,蟲擾膽腑證,,pattern/syndrome of worms harassing the gallbladder,,,"a pattern/syndrome marked by paroxysms of unbearable abdominal pain associated with pale complexion, reversal cold of limbs, vomiting of bitter fluid or ascarides",23
肾膀胱病辨证,腎膀胱病辨證,,Kidney-bladder Diseases Pattern Identification/ Syndrome Differentiation,,,visceral pattern identification/syndrome differentiation dealing with diseases of the kidney and bladder,23
肾虚证,腎虛證,,kidney deficiency pattern/syndrome,,,"any deficiency pattern/syndrome of the kidney, including deficiency of kidney qi, yin and yang",23
燥邪犯肺证,燥邪犯肺證,[zao xie f^an fei zheng],syndrome/pattern of dryness invading lung,,,,23
脏腑兼病辨证,髒腑兼病辨證,[zdng fu jidn bing bidn zheng],syndrome differentiation/ pattern identification of combined zang-fu diseases,,,,23
脏腑辨证,髒腑辨證,[zdng fu bidn zheng],visceral syndrome differentiation/pattern identification,,,,23
瘀阻胃络证,瘀阻胃絡證,[yu zu wei luo zheng],syndrome/pattern of stasis in stomach collateral,,,,23
瘀阻脑络证,瘀阻腦絡證,[yu zu nao luo zheng],syndrome/pattern of static blood obstructing brain collateral,,,,23
瘀阻胞宫证,瘀阻胞宮證,[yu zu bao gong zheng],syndrome/pattern of static blood obstructing uterus,,,,23
饮停胸胁证,飲停胸脅證,[yin ting xiOng xie zheng],syndrome/pattern of fluid retained in chest and hypochondrium,,,,23
饮停心包证,飲停心包證,[yin ting xin bao zheng],pericardia丨 fluid retention syndrome/pattern,,,,23
饮留胃肠证,飲留胃腸證,[yin liu wei chang zheng],syndrome/pattern of fluid retained in stomach and intestines,,,,23
阴虚咽喉失濡 证,陰虛咽喉失濡 證,[yin xu yan hou shi ru zheng],syndrome/pattern of yin deficiency and unmoistened throat,,,,23
血虚生风证,血虛生風證,[xue xu sheng feng zheng],syndrome/pattern of blood deficiency generating wind,,,,23
血虚肠燥证,血虛腸燥證,[xue xu chang zdo zheng],syndrome/pattern of blood deficiency and intestinal dryness,,,,23
血轮虚热证,血輪虛熱證,[xue lun xu re zheng],deficiency-heat syndrome/ pattern of blood orbiculus,,,,23
血轮实热证,血輪實熱證,[xue lun shi re zheng],excess-heat syndrome/ pattern of blood orbiculus,,,,23
虚火灼龈证,虛火灼齦證,[xu huo zhuo yn zheng],syndrome/pattern of deficiency-fire scorching gum,,,,23
心阴虚证,心陰虛證,[xin yin xu zheng],heart yin deficiency syndrome/pattern,,,,23
心移热小肠证,心移熱小腸證,[xin 〆 re xido chang zheng],syndrome/pattern of transmission of heart heat to small intestine,,,,23
心阳虚证,心陽虛證,[xin yang xu zheng],heart yang deficiency syndrome/pattern,,,,23
心阳虚脱证,心陽虛脫證,[xin yang xu tuo zheng],heart yang collapse syndrome/pattern,,,,23
心血虚证,心血虛證,[xin xue xu zheng],heart blood deficiency syndrome/pattern,,,,23
心肾阳虚证,心腎陽虛證,[xin shen yang xu zheng],syndrome/pattern of heart-kidney yang deficiency,,,,23
心肾不交证,心腎不交證,[xin shen bu jiao zheng],heart-kidney non-interaction syndrome/pattern,,,,23
心气血两虚证,心氣血兩虛證,[xin qi xue liang xu zheng],syndrome/pattern of both heart qi and heart blood deficiency,,,,23
心气虚证,心氣虛證,[xin qi xu zheng],heart qi deficiency syndrome/pattern,,,,23
心脾两虚证,心脾兩虛證,[xin pi liang xu zheng],syndrome/pattern of deficiency of both heart and spleen,,,,23
心脉痹阻证,心脈痹阻證,[xin mdi bi zu zheng],heart vessel obstruction syndrome/pattern,,,,23
心火尤盛证,心火尤盛證,[xin huo kdng sheng zheng],heart fire hyperactivity syndrome/pattern,,,,23
心火上炎证,心火上炎證,[xin huo shdng yan zheng],syndrome/pattern of up-flaming heart fire,,,,23
心肝血虚证,心肝血虛證,[xin gdn xue xu zheng],syndrome/pattern of heart-liver blood deficiency,,,,23
心肺气虚证,心肺氣虛證,[xin fei qi xu zheng],syndrome/pattern of heart-lung qi deficiency,,,,23
心病辨证,心病辨證,[xin bing bidn zheng],heart diseases syndrome differentiation/pattern identification,,,,23
胃阴虚证,胃陰虛證,[wei yin xu zheng],stomach yin deficiency syndrome/pattern,,,,23
胃阳虚证,胃陽虛證,[wei yang xu zheng],stomach yang deficiency syndrome/pattern,,,,23
胃热炽盛证,胃熱熾盛證,[wei re chi sheng zheng],intense stomach heat syndrome/pattern,,,,23
胃气虚证,胃氣虛證,[wei qi xu zheng],stomach qi deficiency syndrome/pattern,,,,23
胃火燔龈证,胃火燔齦證,[wei huo fan yin zheng],syndrome/pattern of stomach fire blazing gum,,,,23
胃肠气滞证,胃腸氣滯證,[wei chang qi zhi zheng],syndrome/pattern of qi stagnation in stomach and intestines,,,,23
胃肠病辨证,胃腸病辨證,[wei chang bing bidn zheng],gastrointestinal syndrome differentiation/pattern identification,,,,23
卫表不固证,衛表不固證,[wei biao bu gu zheng],syndrome/pattern of insecurity of defensive exterior,,,,23
痰阻精室证,痰阻精室證,[tan zu jing shi zheng],syndrome/pattern of phlegm obstructing semen chamber,,,,23
痰热壅肺证,痰熱壅肺證,[tan re yong fei zheng],syndrome/pattern of phlegm-heat obstructing lung,,,,23
痰蒙心神证,痰蒙心神證,[^tan meng xin shen zheng],syndrome/pattern of phlegm clouding heart spirit,,,,23
痰火扰神证,痰火擾神證,[tan huo rao shen zheng],syndrome/pattern of phlegm-fire harassing spirit,,,,23
水气凌心证,水氣淩心證,[shui qi ling xin zheng],syndrome/pattern of water pathogen attacking heart,,,,23
水轮阴亏证,水輪陰虧證,[shui lun yin kui zheng],yin deficiency syndrome/ pattern of water orbiculus,,,,23
水轮血脉痹阻 证,水輪血脈痹阻 證,[shui lun xue mdi bi zu zheng],syndrome/pattern of blood vessel obstruction of water orbiculus,,,,23
